artifact_name,countr_of_origin,acquisition_date,created_date,description,continent
Motor,Canada,1992,1936,CAST IRON AND STEEL; POSSIBLY OTHER METALMATERIALS OF CONSTRUCTION. FABRIC COVERING ON ELECTRICAL CONNECTIONS.,NA
Dynamotor,United States of America,1992,1940,"CAST-IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MOUNTED ON WOODEN BASE. SYNTHETIC KNOBS AND OTHER MINOR FITTINGS.",NA
Dynamotor,United States of America,199,1940,"CAST-IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MOUNTED ON WOODEN BASE. SYNTHETIC KNOBS AND OTHER MINOR FITTINGS.",NA,NA
Generator,United States of America,1992,1910,"CAST IRON, BRASS, COPPER AND STEEL COMPONENTS; LINEN COVERED COILS; GRAPHITE & BRONZE BRUSHES. MOUNTED ON WOOD BLCOK.",NA
Motor,Canada,1992,1930,CAST IRON AND STEEL; POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. RUBBER RING ON BASE; RUBBER COVERING ON ELECTRICAL CONNECTIONS.,NA
Motor,Canada,1992,1930,"ALL METAL CONSTRUCTION (PROBABLY INCLUDES STEEL, CAST IRON, COPPER)",NA
Motor,Canada,199,1930,"ALL METAL CONSTRUCTION (PROBABLY INCLUDES STEEL, CAST IRON, COPPER)",NA,NA
Motor,United States of America,1992,1922,CAST IRON AND STEEL; POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. RUBBER (?) PAD FITED TO SHAFT ATTACHMENT.,NA
Motor,Canada,1992,1929,CAST IRON & STEEL; POSSIBLY ALSO OTHER METAL MATERIALS OF CONSTRUCTION.,NA
Motor & generator set,United States of America,1992,1899,"CAST IRON, STEEL, COPPER AND POSSIBLY OTHER METALMATERIALS OF CONSTRUCTION. SOME RUBBER (?) AND SYNTHETIC FITTINGS. BOTH UNITS MOUNTED ON WOODEN BOARD..1 FABRIC COVERINGS ON WINDINGS, AND ON ELECTRICAL CONNECTIONS.",NA
Motor,Canada,1992,1935,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION.",NA
Motor,Canada,1992,1969,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION.",NA
Motor & generator set,United States of America,1992,1915,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING ON ELECTRICAL CONNECTIONS.",NA
Motor & magneto set,United States of America,1992,1907,".1 CAST-IRON, STEEL, COPPER AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION; FABRIC COVERING ON ELECTRICAL CORDS; SOME SYNTHETIC FITTINGS..2 MAGNETIZED STEEL, COPPER, CAST-IRON AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. BOTH UNITS MOUNTED ON SLATE BASE.",NA
Motor,United States of America,1992,1889,"CAST IRON, STEEL, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MOUNTED ON WOODEN BASE.",NA
Motor,United States of America,1992,1904,"CAST-IRON, BRASS, COPPER; ANDPOSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON ELECTRICAL CONNECTIONS. WOODEN FLYWHEEL.",NA
Motor,United States of America,1992,1967,"CAST IRON, STEEL, COPPER, BRASS AND PROBABLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON ELECTRICAL CONNECTIONS. MOUNTED ON WOOD BASE.",NA
Motor,United States of America,1992,1910,"CAST IRON, STEEL, BRASS, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION; FABRIC COVERING ON ELECTRICAL CONNECTIONS.",NA
Motor,Canada,1992,1960,"CAST-IRON, STEEL, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION.",NA
Motor,Canada,1992,1895,"CAST IRON, STEEL, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION; COATED FABRIC AND/OR RUBBER COVERING ON ELECTRICAL CONNECTIONS,"" ETC.",NA
Motor,United States of America,1992,1908,"CAST-IRON, STEEL, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FIBRE COVERED ELECTRICAL CONNECTIONS.",NA
Motor,United States of America,1992,1900,"CAST IRON, STEEL, COPPER, BRASS AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION; LINEN WRAPPINGS ARE LAMINATED",NA
Dynamotor,United States of America,1992,1939,"CAST IRON, AND OTHER METAL MATERIALS OF CONSTRUCTION. RUBBER COVERING ON CABLES.",NA
Motor,United States of America,1992,1915,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING ON ELECTRICAL CONNECTIONS.",NA
Motor,United States of America,1992,1880,"IRON, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING ON WINDINGS HAS BEEN LAMINATED. WOOD (?) FITTINGS, AND BASE.",NA
Motor,United States of America,1992,1890,"IRON AND COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FIBRE COVERING ON ELECTRICAL CONNECTIONS.",NA
Motor,United States of America,1992,1880,"CAST-IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING ON WINDINGS, ETC. HAS BEEN COATED (LACQUERED?). RUBBER COVERING ON ELECTRICAL CORD.",NA
Motor,United States of America,1992,1900,"STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING ON ELECTRICAL CONNECTIONS. WOODEN BLOCK PROVIDES BASE FOR PLUG SWITCH FITTING.",NA
Motor,United States of America,1992,1891,"CAST-IRON, STEEL, COPPER,"" BRASS AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SYNTHETIC KNOB ON START SWITCH; OTHER FITTINGS MAY BE OF SYNTHETIC COMPOSITION. FABRIC COVERING ON ELECTRICAL CONNECTIONS. CARBON (?) BRUSHES.",NA
Motor,United States of America,1992,1900,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING ON ELECTRICAL CONNECTIONS.",NA
Motor,United States of America,1992,1914,"CAST-IRON, STEEL,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING ON ELECTRICAL CONNECTIONS.",NA
Motor & generator set,United States of America,1992,1899,"CAST IRON, STEEL, COPPER AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC (?) COVERING ON WINDINGS,"" ETC. HAS BEEN LACQUERED.",NA
Generator,United States of America,1992,1887,"CAST IRON, COPPER, STEEL, BRASS AND POSSIBLY OTHER METAL MATERIALS OFCONSTRUCTION. LAMINATED FABRIC (LINEN) INSULATION. WOODEN FLYWHEEL,"" AND BASE. PT BRUSH HOLDER IS PROBABLY BRASS.",NA
Motor,United States of America,1992,1897,"CAST IRON, IRON, STEEL,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. CARBON BRUSHES. PORCELAIN OR PORCELAIN COATED CONTACT BOX. FABRIC COVERING ON ELECTRICAL CONNECTIONS.",NA
Motor,United States of America,1992,1891,"CAST IRON, IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN HANDLES,"" AND MINOR FITTINGS. WOVEN FABRIC COVERING ON ELECTRICAL CONNECTIONS. FABRIC (?) COVERING ON WINDINGS.",NA
Motor,United States of America,1992,1891,"CAST IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING WINDINGS,"" ELECTRICAL CONNECTIONS HAS BEEN LACQUERED. WOODEN HANDLES & OTHER MINOR FITTINGS.",NA
Motor,United States of America,1992,1925,"CAST IRON, STEEL,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN BASE AND SOME FITTINGS. FABRIC COVERING ON ELECTRICAL CONNECTIONS IS COATED.",NA
Motor,United States of America,1992,1915,"STEEL, CAST IRON, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MOUNTED ON WOODEN BASE; SOME MINOR WOOD FITTINGS.",NA
Motor,United States of America,1992,1891,"CAST IRON, STEEL,"" COPPER AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME WOODEN FITTINGS. FABRIC WINDINGS ON ARMATURE & POLES ARE LACQUERED & PAINTED. RUBBER (?) COVERING ON ELECTRICAL CONNECTIONS.",NA
Generator,United States of America,1992,1899,"CAST IRON, STEEL,"" COPPER AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MICA AND WOOD COMPONENTS.",NA
Motor,Canada,1992,1911,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN FLYWHEEL.",NA
Motor,United States of America,1992,1915,"CAST IRON, STEEL,"" AND POSSIBLY OTHER METAL MATERIALS OF OCNSTRUCTION. WOODEN FLYWHEEL. COATED FABRIC COVERING ON CORDS.",NA
Generator,United States of America,1992,1900,"CAST-IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN FLYWHEEL AND SOME FITTINGS. COATED FABRIC COVERING ON CORDS.",NA
Motor,United States of America,1992,1915,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. BRUSHES APPEAR TO BE CARBON. COATED FABRIC COVERING ON WINDINGS,"" ETC.",NA
Generator,United States of America,1992,1895,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON CORDS, WINDINGS, ETC.",NA
Motor,United States of America,1992,1916,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN BASE, AND SOME MINOR FITTINGS. COATED FABRIC COVERING ON WIRES, WINDINGS,"" ETC. BRUSHES APPEAR TO BE CARBON.",NA
Generator,United States of America,1992,1888,"CAST IRON FRAME AND BASE; STEEL SHAFT; COPPER SPLIT RINGS; POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. CARBON BRUSHES. WOOD POLE PIECE AND HANDLE FOR ADJUSTING BRUSHES. COATED FABRIC COVERING ON WIRES, WINDINGS,"" ETC.",NA
Generator,Canada,1992,1892,"IRON, CAST IRON, STEEL, COPPER, BRONZE AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES, WINDINGS,"" ETC. SOME WOOD FITTINGS. CARBON BRUSH.",NA
Generator,United States of America,1992,1897,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES, WINDINGS,"" ETC.",NA
Generator,United States of America,1992,1912,"CAST IRON, STEEL, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION.",NA
Motor,United States of America,1992,1890,"CAST IRON, STEEL, COPPER, BRASS(?), BRONZE (?), AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME MINOR WOOD AND RUBBER FITTINGS. COATED FABRIC COVERING ON WIRES, WINDINGS,"" ETC.",NA
Motor,United States of America,1992,1918,"CAST-IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES, WINDINGS,"" ETC. BRUSHES MAY BE CARBON. POSSIBLY SYNTHETIC AND/OR RUBBER FITTINGS.",NA
Motor,United States of America,1992,1895,"CAST-IRON, STEEL, COPPER, BRASS (?), BRONZE (?), AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES, WINDINGS,"" ETC.",NA
Motor,United States of America,1992,1889,"CAST IRON, STEEL, COPPER, BRONZE (?), BRASS (?), AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME MINOR WOOD FITTINGS.",NA
Motor & generator set,United States of America,1992,1943,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON EXPOSED WIRES.",NA
Generator,Canada,1992,1887,"CAST IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOOD BASE & POLE PIECE. CARBON BRUSHES. SOME RUBBER INSULATING PIECES. COATED FABRIC COVERING ON WIRES,"" ETC.",NA
Generator,United States of America,1992,1895,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME WOOD FITTINGS. CARBON (?) BRUSHES. COATED FABRIC COVERING ON WIRES, WINDINGS,"" ETC.",NA
Turbo Generator Set,United States of America,1992,1898,"CAST IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERINGS ON WINDINGS, WIRES, ETC. SOME MINOR WOOD FITTINGS. CARBON BRUSHES.",NA
Generator,Canada,1992,1910,"CAST-IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES, ETC. CARBON BRUSHES.",NA
Motor,United States of America,1992,1938,"STEEL, CAST-IRON, AND POSSIBLY OTHERMETAL MATERIALS OF CONSTRUCTION. WOOD TERMINAL BOARD. FABRIC COVERED WIRES.",NA
Generator,Canada,1992,1881,"CAST IRON, STEEL, COPPER, BRASS, BRONZE AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN FLYWHEEL, SWITCHING PANEL, HANDLES, AND SELECTED FITTINGS. GLASS OILER RECEPTACLES. CARBON BRUSHES. COATED FABRIC COVERINGON POLES,"" ETC.",NA
Generator,United States of America,1992,1882,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC AND/OR RUBBER COVERING ON WIRES, WINDINGS, ETC. WOODEN FLYWHEEL.",NA
Generator,United States of America,1992,1909,"CAST IRON, IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MATERIAL COVERING WIRES & WINDINGS IS UNKNOWN. LINING BETWEEN FRAME AND POLES MAY BE ASBESTOS.",NA
Generator,United States of America,1992,1905,"CAST IRON, IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED LINEN COVERINGS ON WIRES, WINDINGS,"" ETC.",NA
Generator,United States of America,1992,1879,"CAST IRON BASE; STEEL SHAFT, PULLEY & BOLTS; COPPER SPLIT RINGS; COPPER CONNECTORS WITH WOOD HANDLE; WOOD POLE PIECE. COATED FABRIC COVERING ON WINDINGS, WIRES, ETC.",NA
Motor,United States of America,1992,1905,"CAST IRON, STEEL, BRASS, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED LINEN COVERINGS IN WINDINGS. CARBON BRUSHES.",NA
Motor,United States of America,1992,1902,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. CARBON BRUSHES.",NA
Motor,United States of America,1992,1916,"CAST IRON, STEEL, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION.",NA
Motor,United States of America,1992,1925,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MOUNTED ON WOOD BOARDS. FABRIC COVERING ON ELECTRICAL WIRES.",NA
Motor,United States of America,1992,1892,"CAST IRON STATOR. BRASS PROTECTIVE GRATE OVER CASING OPENINGS. STEEL SHAFT AND BOLTS. CARBON BRUSHES. COATED FABRIC AND/OR RUBBER COVERING ON WIRES. SOME WOODEN FITTINGS,"" INCLUDING FLYWHEEL. BRASS & GLASS OILER.",NA
Generator,United States of America,1992,1895,"CAST IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WINDINGS AND WIRES.",NA
Generator,United States of America,1992,1907,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES.",NA
Motor,United States of America,1992,1897,"CAST IRON, STEEL, COPPER, BRONZE,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES. CARBON BRUSHES.",NA
Motor,United States of America,1992,1889,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES & WINDINGS. CARBON BRUSHES.",NA
Motor,United States of America,1992,1911,"CAST IRON, STEEL,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC (?) COVERED WIRES AND WINDINGS. MOTOR MOUNTED ON WOODEN BLOCKS.",NA
Motor,United States of America,1992,1901,"CAST IRON, STEEL, BRASS, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN FLYWHEEL,"" AND MINOR FITTINGS. CARBON BRUSHES.LACQUERED FABRIC COVERING ON WIRES.",NA
Uniform,Canada,1992,1969,POLYESTER-WOOL FABRIC; FABRIC LINING (UNIDENTIFIED); STEEL BUTTONS; PLASTIC IDENTIFICATION TAG WITH STEEL PIN; NYLON LACE RANK BRAID,NA
Uniform,Canada,1992,1967,.1 FABRIC (UNIDENTIFIED); FABRIC LINING (UNIDENTIFIED); STEEL BUTTONS; SHOULDER INSIGNIA: WIRE EMBROIDERED LETTERING ON MELTON(?) FABRIC; PILOT'S BADGE: STEEL FOUL ANCHOR; EMBROIDERED WIRE & FIBRE THREAD/.2 FABRIC (UNKNWON); FABRIC LINING (UNIDENTIFIED); PLASTIC SUSPENDER BUTTONS; STEEL ZIPPER & HOOK FASTENER,NA
Uniform,United Kingdom,1992,1969,POLYESTER-COTTON DRILL FABRIC; STEEL BUTTONS; STEEL HOOK-&-EYE FASTENERS ON COLLAR; STEEL PINS FOR PILOT'S BADGE & RIBBON; STEEL FOUL ANCHOR & EMBROIDERED FABRIC THREAD ON PILOT'S BADGE; EMBROIDERED SILK THREAD ON SHOULDER INSIGNIA,EU
Uniform,United Kingdom,1992,1969,.1 COTTON-POLYESTER DRILL FABRIC; STEEL HOOK-&-EYE FASTENERS ON COLLAR/.2 DRILL FABRIC (POSSIBLY COTTON-POLYESTER); PLASTIC BUTTONS; EMBROIDERED SILK THREAD ON SHOULDER INSIGNIA,EU
"Overcoat, uniform",Canada,1992,1969,FABRIC (UNIDENTIFIED); FABRIC LINING (UNIDENTIFIED); STEEL BUTTONS; EMBROIDERED WIRE LETTERING ON SHOULDER INSIGNIA,NA
"Shorts, uniform",Canada,1992,1950,FABRIC (UNIDENTIFIED); ELASTIC WAIST BAND,NA
"Cap, uniform",Canada,1992,1971,WOOL; FABRIC LINING & DRAW STRING (unidentified); LEATHER HATBAND; CAP BADGE: STEEL ANCHOR & LAURELS; EMBROIDERED FABRIC THREAD ON MELTON(?) FABRIC,NA
Motor & generator set,Sweden,1992,1891,"CAST IRON, STEEL, BRASS, COPPER AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES. SOME WOODEN FITTINGS.",EU
Generator,United States of America,1992,1910,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OFCONSTRUCTION. FABRIC COVERED WIRES & CORDS.",NA
Motor,United States of America,1992,1930,"CASTIRON, STEEL, COPPER, AND OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERED ELECTRICAL CORDS.",NA
Motor,United States of America,1992,1899,"CAST IRON, STEEL, BRONZE, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION.",NA
Motor,Canada,1992,1898,"CAST IRON, STEEL, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON CORDS.",NA
Motor,United States of America,1992,1903,"CAST IRON, STEEL, COPPER, BRASS,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES. CARBON BRUSHES.",NA
Generator set,Canada,1992,1922,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERED WIRES. CARBON BRUSHES",NA
Generator,United States of America,1992,1905,"CAST IRON, STEEL, BRASS, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN FLYWHEEL. LACQUERED FABRIC COVERING ON POLES, SOME WIRES,"" ETC.. CARBON BRUSHES.",NA
Generator,United States of America,1992,1902,".1-.2 CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WINDINGS, CORDS,"" ETC. CARBON BRUSHES..1 HAS WOODEN FLYWHEEL.",NA
Motor,United States of America,1992,1907,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES,"" ETC.",NA
Motor,United States of America,1992,1905,"CAST IRON, STEEL, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED WIRES. MOUNTED ON WOODEN BOARD.",NA
Generator,United States of America,1992,1891,"CAST IRON, STEEL, BRASS, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME WOODEN FITTINGS, AND WOOD BASE. COATED FABRIC COVERING ON WIRES.",NA
Motor,Canada,1992,1892,"CAST IRON, STEEL, BRASS, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRICCOVERING ON WINDINGS, ETC. WOODEN BLOCK ON TOP FOR TERMINALS.",NA
Generator,United States of America,1992,1900,"CAST IRON, STEEL, BRASS, COPPER, AND POSSIBLY OTHER METAL MATERIALS OFCONSTRUCTION. WOODEN FITTINGS. CARBON BRUSHES.",NA
Motor,United States of America,1992,1915,"CAST IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. WOODEN FLYWHEEL AND BASE.",NA
Motor,United States of America,1992,1916,"CAST IRON, STEEL, BRASS,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES.",NA
Motor,United States of America,1992,1904,"CAST IRON, STEEL, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES. CARBON BRUSHES. MOUNTED ON WOODEN BASE.",NA
Motor,Canada,1992,1935,"CAST IRON, STEEL, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MOUNTED ON WOOD BOARD.",NA
Generator,Canada,1992,1880,"CAST-IRON, STEEL, COPPER, BRONZE, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. CARBON BRUSHES. COATED FABRIC COVERING ON WIRES.",NA
Motor & generator set,United States of America,1992,1904,"CAST IRON, STEEL, IRON, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME MINOR WOODEN FITTINGS. COATED FABRIC COVERING ON WIRES. CARBON (?) BRUSHES.",NA
Motor,Canada,1992,1916,"CAST IRON, STEEL,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. FABRIC COVERING ON CORDS.",NA
"Engine-generator, marine",Canada,1992,1895,".1-.2 CAST IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERING ON WIRES,"" ETC. CARBON BRUSHES; MINOR WOODEN FITTINGS ON.1 GLASS FACE ON GAUGE ON.2",NA
Motor,United States of America,1992,1886,"CAST IRON, STEEL, IRON, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. MOUNTED ON WOODEN BASE. COATED FABRIC WINDINGS,"" ETC. CARBON BRUSHES.",NA
Generator,United States of America,1992,1882,"CAST IRON, IRON, STEEL, COPPER, BRASS,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME MINOR WOODEN FITTINGS. GLASS OILER RECEPTACLE. CARBON BRUSHES. COATED FABRIC WINDINGS.",NA
Generator,Canada,1992,1892,"CAST IRON, STEEL, BRASS, COPPER,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED FABRIC COVERED WIRES. SOME MINOR WOODEN FITTINGS. CARBON BRUSHES.",NA
Generator,Canada,1992,1881,"CAST IRON, STEEL, BRASS, COPPER, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME MINOR WOODEN, RUBBER AND CERAMIC FITTINGS. COATED FABRIC COVERING ON WIRES,"" ETC.",NA
Generator,United States of America,1992,1879,".1 CAST IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME WOODEN FITTINGS. CARBON BRUSHES. COATEDFABRIC COVERING ON POLES..2 CAST METAL PLATE. Approx weight 9000 lbs",NA
Motor,United States of America,1992,1891,"CAST IRON, STEEL, COPPER, BRASS, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME WOODEN FITTINGS. CARBON BRUSHES. COATED FABRIC COVERING ON WIRES, ETC.",NA
Motor,United States of America,1992,1906,"CAST IRON, COPPER, STEEL,"" AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. COATED LINEN WINDINGS. COTTON COVERED WIRES. CARBON BRUSHES.",NA
Generator,United States of America,1992,1890,CAST IRON FRAME; STEEL SHAFT; WOODBASE.,NA
"Generator & engine, steam",United States of America,1992,1908,"CAST IRON, STEEL, COPPER, BRASS, BRONZE, AND POSSIBLY OTHER METAL MATERIALS OF CONSTRUCTION. SOME COMPONENTS HAVE WOODEN FITTINGS/MOUNTED ON WOODEN PIERS. WIRES, WINDINGS, ETC. HAVE COATED FABRIC (?) COVERINGS.",NA
Painting,United Kingdom,1992,1991,CANVAS/ WOOD FRAME/ METAL HARDWARE,EU
Painting,Canada,1992,1992,CANVAS/ WOOD FRAME WITH METAL HARDWARE,NA
"Jacket, uniform",United Kingdom,1992,1943,BARATHEA FABRIC (UNIDENTIFIED); FABRIC LINING (UNIDENTIFIED); STEEL BUTTONS & BUCKLE; PLASTIC BUTTON,EU
"Jacket, flying",United Kingdom,1992,1944,"LEATHER; SHEEPSKIN INSULATED LINING; STEEL ZIPPERS, BUCKLE, FASTENERS & CHAIN LOOP INSIDE COLLAR",EU
Coat,United Kingdom,1992,1939,BARATHEA (?) FABRIC (UNIDENTIFIED); FABRIC LINING (UNIDENTIFIED); PLASTIC BUTTONS,EU
Print,Canada,1992,1993,PAPER,NA
Print,Canada,1992,1984,PAPER,NA
Print,Canada,1992,1986,PAPER,NA
Switch,Canada,1992,1935,PORCELAIN BASE; BAKELITE CAP & SWITCH; METAL HARDWARE; PRESUMABLY METAL (AND POSSIBLY OTHER MATERIALS) WORKS.,NA
Switch,United Kingdom,1992,1911,.1 PORCELAIN BASE; BRASS CAP & SWITCH HANDLE..2 TURNED WOOD MOULDING.,EU
Switch,United Kingdom,1992,1919,PORCELAIN BASE; SYNTHETIC CAP AND TOGGLE.,EU
Switch,United Kingdom,1992,1919,CERAMIC HOUSING AND HANDLE; METAL HARDWARE & WORKING COMPONENTS.,EU
